Id,OverallScore
1,86.043
2,86.043
3,86.043
4,86.043
5,86.043
6,86.043
7,86.043
8,86.043
9,86.043
10,86.043
11,86.043
12,86.043
13,86.043
14,86.043
15,86.043
16,86.043
17,86.043
18,86.043
19,86.043
20,86.043
21,86.043
22,86.043
23,86.043
24,86.043
25,86.043
26,86.043
27,86.043
28,86.043
29,86.043
30,86.043
31,86.043
32,86.043
33,86.043
34,86.043
35,86.043
36,86.043
37,86.043
38,86.043
39,86.043
40,86.043
41,86.043
42,86.043
43,86.043
44,86.043
45,86.043
46,86.043
47,86.043
48,86.043
49,86.043
50,86.043
51,86.043
52,86.043
53,86.043
54,86.043
55,86.043
56,86.043
57,86.043
58,86.043
59,86.043
60,86.043
61,86.043
62,86.043
63,86.043
64,86.043
65,86.043
66,86.043
67,86.043
68,86.043
69,86.043
70,86.043
71,86.043
72,86.043
73,86.043
74,86.043
75,86.043
76,86.043
77,86.043
78,86.043
79,86.043
80,86.043
81,86.043
82,86.043
83,86.043
84,86.043
85,86.043
86,86.043
87,86.043
88,86.043
89,86.043
90,86.043
91,86.043
92,86.043
93,86.043
94,86.043
95,86.043
96,86.043
97,86.043
98,86.043
99,86.043
100,86.043
101,86.043
102,86.043
103,86.043
104,86.043
105,86.043
106,86.043
107,86.043
108,86.043
109,86.043
110,86.043
111,86.043
112,86.043
113,86.043
114,86.043
115,86.043
116,86.043
117,86.043
118,86.043
119,86.043
120,86.043
121,86.043
122,86.043
123,86.043
124,86.043
125,86.043
126,86.043
127,86.043
128,86.043
129,86.043
130,86.043
131,86.043
132,86.043
133,86.043
134,86.043
135,86.043
136,86.043
137,86.043
138,86.043
139,86.043
140,86.043
141,86.043
142,86.043
143,86.043
144,86.043
145,86.043
146,86.043
147,86.043
148,86.043
149,86.043
150,86.043
151,86.043
152,86.043
153,86.043
154,86.043
155,86.043
156,86.043
157,86.043
158,86.043
159,86.043
160,86.043
161,86.043
162,86.043
163,86.043
164,86.043
165,86.043
166,86.043
167,86.043
168,86.043
169,86.043
170,86.043
171,86.043
172,86.043
173,86.043
174,86.043
175,86.043
176,86.043
177,86.043
178,86.043
179,86.043
180,86.043
181,86.043
182,86.043
183,86.043
184,86.043
185,86.043
186,86.043
187,86.043
188,86.043
189,86.043
190,86.043
191,86.043
192,86.043
193,86.043
194,86.043
195,86.043
196,86.043
197,86.043
198,86.043
199,86.043
200,86.043
201,86.043
202,86.043
203,86.043
204,86.043
205,86.043
206,86.043
207,86.043
208,86.043
209,86.043
210,86.043
211,86.043
212,86.043
213,86.043
214,86.043
215,86.043
216,86.043
217,86.043
218,86.043
219,86.043
220,86.043
221,86.043
222,86.043
223,86.043
224,86.043
225,86.043
226,86.043
227,86.043
228,86.043
229,86.043
230,86.043
231,86.043
232,86.043
233,86.043
234,86.043
235,86.043
236,86.043
237,86.043
238,86.043
239,86.043
240,86.043
241,86.043
242,86.043
243,86.043
244,86.043
245,86.043
246,86.043
247,86.043
248,86.043
249,86.043
250,86.043
251,86.043
252,86.043
253,86.043
254,86.043
255,86.043
256,86.043
257,86.043
258,86.043
259,86.043
260,86.043
261,86.043
262,86.043
263,86.043
264,86.043
265,86.043
266,86.043
267,86.043
268,86.043
269,86.043
270,86.043
271,86.043
272,86.043
273,86.043
274,86.043
275,86.043
276,86.043
277,86.043
278,86.043
279,86.043
280,86.043
281,86.043
282,86.043
283,86.043
284,86.043
285,86.043
286,86.043
287,86.043
288,86.043
289,86.043
290,86.043
291,86.043
292,86.043
293,86.043
294,86.043
295,86.043
296,86.043
297,86.043
298,86.043
299,86.043
300,86.043
301,86.043
302,86.043
303,86.043
304,86.043
305,86.043
306,86.043
307,86.043
308,86.043
309,86.043
310,86.043
311,86.043
312,86.043
313,86.043
314,86.043
315,86.043
316,86.043
317,86.043
318,86.043
319,86.043
320,86.043
321,86.043
322,86.043
323,86.043
324,86.043
325,86.043
326,86.043
327,86.043
328,86.043
329,86.043
330,86.043
331,86.043
332,86.043
333,86.043
334,86.043
335,86.043
336,86.043
337,86.043
338,86.043
339,86.043
340,86.043
341,86.043
342,86.043
343,86.043
344,86.043
345,86.043
346,86.043
347,86.043
348,86.043
349,86.043
350,86.043
351,86.043
352,86.043
353,86.043
354,86.043
355,86.043
356,86.043
357,86.043
358,86.043
359,86.043
360,86.043
361,86.043
362,86.043
363,86.043
364,86.043
365,86.043
366,86.043
367,86.043
368,86.043
369,86.043
370,86.043
371,86.043
372,86.043
373,86.043
374,86.043
375,86.043
376,86.043
377,86.043
378,86.043
379,86.043
380,86.043
381,86.043
382,86.043
383,86.043
384,86.043
385,86.043
386,86.043
387,86.043
388,86.043
389,86.043
390,86.043
391,86.043
392,86.043
393,86.043
394,86.043
395,86.043
396,86.043
397,86.043
398,86.043
399,86.043
400,86.043
401,86.043
402,86.043
403,86.043
404,86.043
405,86.043
406,86.043
407,86.043
408,86.043
409,86.043
410,86.043
411,86.043
412,86.043
413,86.043
414,86.043
415,86.043
416,86.043
417,86.043
418,86.043
419,86.043
420,86.043
421,86.043
422,86.043
423,86.043
424,86.043
425,86.043
426,86.043
427,86.043
428,86.043
429,86.043
430,86.043
431,86.043
432,86.043
433,86.043
434,86.043
435,86.043
436,86.043
437,86.043
438,86.043
439,86.043
440,86.043
441,86.043
442,86.043
443,86.043
444,86.043
445,86.043
446,86.043
447,86.043
448,86.043
449,86.043
450,86.043
451,86.043
452,86.043
453,86.043
454,86.043
455,86.043
456,86.043
457,86.043
458,86.043
459,86.043
460,86.043
461,86.043
462,86.043
463,86.043
464,86.043
465,86.043
466,86.043
467,86.043
468,86.043
469,86.043
