Id,OverallScore
1,88.429
2,89.429
3,82.135
4,91.813
5,88.336
6,85.360
7,77.684
8,82.625
9,88.100
10,82.585
11,91.580
12,92.978
13,78.952
14,94.018
15,90.600
16,87.429
17,88.180
18,86.136
19,88.220
20,87.521
21,88.435
22,83.032
23,86.334
24,89.010
25,82.695
26,89.177
27,83.626
28,92.014
29,84.688
30,87.817
31,85.296
32,91.403
33,91.692
34,71.977
35,79.100
36,71.756
37,85.750
38,94.468
39,94.118
40,85.137
41,71.755
42,78.433
43,83.009
44,97.745
45,90.486
46,90.669
47,87.775
48,87.677
49,92.098
50,91.826
51,91.570
52,91.658
53,85.014
54,87.993
55,96.430
56,87.578
57,68.193
58,80.100
59,84.261
60,85.398
61,88.950
62,87.164
63,85.262
64,83.838
65,89.900
66,97.716
67,77.512
68,84.464
69,90.004
70,88.655
71,73.128
72,72.603
73,82.029
74,86.326
75,90.380
76,83.849
77,97.511
78,89.791
79,91.315
80,88.931
81,86.409
82,91.315
83,80.013
84,89.029
85,83.055
86,91.329
87,86.902
88,88.701
89,69.437
90,92.349
91,82.434
92,89.639
93,83.911
94,91.296
95,81.226
96,88.349
97,79.906
98,66.302
99,89.235
100,83.903
101,79.395
102,85.497
103,87.678
104,85.229
105,85.328
106,92.597
107,92.506
108,91.457
109,80.788
110,85.272
111,88.842
112,84.301
113,90.549
114,84.704
115,92.958
116,81.245
117,85.903
118,82.710
119,77.823
120,73.213
121,87.370
122,83.976
123,93.520
124,93.277
125,83.027
126,90.286
127,91.769
128,91.743
129,79.293
130,90.654
131,84.047
132,87.858
133,89.537
134,77.905
135,87.044
136,81.914
137,65.110
138,90.300
139,88.821
140,87.454
141,64.193
142,91.399
143,81.078
144,84.088
145,92.061
146,66.512
147,75.705
148,90.082
149,88.766
150,83.581
151,83.690
152,66.158
153,83.967
154,85.911
155,88.336
156,88.585
157,93.465
158,82.785
159,84.103
160,88.849
161,84.085
162,93.538
163,86.506
164,87.183
165,86.391
166,78.441
167,85.452
168,89.227
169,77.626
170,88.953
171,79.824
172,85.828
173,92.208
174,85.838
175,90.487
176,91.205
177,92.775
178,89.371
179,87.602
180,84.108
181,81.460
182,83.639
183,90.012
184,93.890
185,85.661
186,86.234
187,84.781
188,81.365
189,95.543
190,90.378
191,89.492
192,86.605
193,84.901
194,88.841
195,98.389
196,90.399
197,87.637
198,91.684
199,79.045
200,97.001
201,88.858
202,78.890
203,88.291
204,89.972
205,91.906
206,87.936
207,83.379
208,90.687
209,92.958
210,83.670
211,86.385
212,91.923
213,88.099
214,90.446
215,83.590
216,94.622
217,89.430
218,94.168
219,86.148
220,93.404
221,83.548
222,86.055
223,85.016
224,91.993
225,81.420
226,89.550
227,90.396
228,85.536
229,82.253
230,92.178
231,65.232
232,75.779
233,84.055
234,86.803
235,88.533
236,90.496
237,92.035
238,87.203
239,77.960
240,87.762
241,86.440
242,90.395
243,87.056
244,92.555
245,67.083
246,83.077
247,83.519
248,92.502
249,95.078
250,80.653
251,85.312
252,85.370
253,85.473
254,80.140
255,93.284
256,95.194
257,94.470
258,84.741
259,90.473
260,83.744
261,70.337
262,69.529
263,91.199
264,91.438
265,82.610
266,85.875
267,91.237
268,90.484
269,90.523
270,88.191
271,85.109
272,92.277
273,92.211
274,82.170
275,76.533
276,79.726
277,88.138
278,84.740
279,92.977
280,81.840
281,85.728
282,91.412
283,89.928
284,87.689
285,88.136
286,85.674
287,84.488
288,86.422
289,44.473
290,82.133
291,81.779
292,71.710
293,90.205
294,96.113
295,89.155
296,81.720
297,84.488
298,90.645
299,88.472
300,88.221
301,84.696
302,93.568
303,48.041
304,87.010
305,77.015
306,92.802
307,87.138
308,91.901
309,88.932
310,86.723
311,93.425
312,85.011
313,65.914
314,87.992
315,82.128
316,87.302
317,90.158
318,84.931
319,83.109
320,89.783
321,94.209
322,80.642
323,94.305
324,93.827
325,86.279
326,81.824
327,76.481
328,91.705
329,91.926
330,93.183
331,84.427
332,90.868
333,86.627
334,82.564
335,95.537
336,90.541
337,85.076
338,78.704
339,87.310
340,87.553
341,77.849
342,88.445
343,74.999
344,94.046
345,76.262
346,84.775
347,86.647
348,92.787
349,85.276
350,89.872
351,89.262
352,94.764
353,93.114
354,92.594
355,55.901
356,87.794
357,91.470
358,85.780
359,88.054
360,88.445
361,92.250
362,92.001
363,68.193
364,89.299
365,91.221
366,88.540
367,87.600
368,92.298
369,73.934
370,81.268
371,83.762
372,82.479
373,87.269
374,87.722
375,87.963
376,92.981
377,87.390
378,73.287
379,91.939
380,83.271
381,77.981
382,85.188
383,84.418
384,87.639
385,90.835
386,90.382
387,87.721
388,90.707
389,74.863
390,92.998
391,85.627
392,78.513
393,87.172
394,93.820
395,89.326
396,66.109
397,89.874
398,89.804
399,88.608
400,83.769
401,92.108
402,77.649
403,87.930
404,85.675
405,76.454
406,84.424
407,88.520
408,87.112
409,89.504
410,85.206
411,93.386
412,88.670
413,83.845
414,92.120
415,88.005
416,90.263
417,95.807
418,89.368
419,88.186
420,88.158
421,84.111
422,76.203
423,92.199
424,82.259
425,90.050
426,93.085
427,85.192
428,85.185
429,90.152
430,92.449
431,77.303
432,84.526
433,90.132
434,88.966
435,87.252
436,91.688
437,88.880
438,90.958
439,87.242
440,84.493
441,91.938
442,90.191
443,89.223
444,92.039
445,82.750
446,91.385
447,85.011
448,80.140
449,89.233
450,83.152
451,87.547
452,77.157
453,91.211
454,90.483
455,85.232
456,94.393
457,82.439
458,92.483
459,84.212
460,86.203
461,81.387
462,88.807
463,84.845
464,86.757
465,75.703
466,91.230
467,87.488
468,83.957
469,86.388
470,92.367
471,87.909
472,66.769
473,89.641
474,93.796
475,90.478
476,77.873
477,86.970
478,85.446
479,89.780
480,72.923
481,81.610
482,91.436
483,95.786
484,74.288
485,83.680
486,84.160
487,83.876
488,88.875
489,73.639
490,80.076
491,69.087
492,80.377
493,84.846
494,82.639
495,81.049
496,87.666
497,93.630
498,83.487
499,89.264
500,88.297
501,84.501
502,90.011
503,83.825
504,93.064
505,87.851
506,77.496
507,82.316
508,89.021
509,87.367
510,95.903
511,95.381
512,88.175
513,86.367
514,91.621
515,82.128
516,90.755
517,89.853
518,86.705
519,80.314
520,89.857
521,87.481
522,88.057
523,84.589
524,91.729
525,82.588
526,82.876
527,81.740
528,85.587
529,83.093
530,90.797
531,90.110
532,83.906
533,87.601
534,86.112
535,85.364
536,88.985
537,91.130
538,88.466
539,91.030
540,89.928
541,92.891
542,94.191
543,84.789
544,81.378
545,86.970
546,90.453
547,85.957
548,89.144
549,91.502
550,86.313
551,81.354
552,93.268
553,95.409
554,84.888
555,90.309
556,81.152
557,73.403
558,86.105
559,90.332
560,83.259
561,73.125
562,85.353
563,85.431
564,91.232
565,88.863
566,93.612
567,89.347
568,80.861
569,85.698
570,87.651
571,78.259
572,92.215
573,87.043
574,91.934
575,88.561
576,88.888
577,87.189
578,86.663
579,77.882
580,79.596
581,90.431
582,70.072
583,87.611
584,55.695
585,87.673
586,87.269
587,86.159
588,86.942
589,94.528
590,84.832
591,83.806
592,84.303
593,85.923
594,90.017
595,84.938
596,94.296
597,88.077
598,89.668
599,81.130
600,94.061
601,83.064
602,84.664
603,91.189
604,85.428
605,94.347
606,93.522
607,76.180
608,88.277
609,90.241
610,90.172
611,81.562
612,86.766
613,85.046
614,87.605
615,89.430
616,84.090
617,87.359
618,89.446
619,81.652
620,91.169
621,84.026
622,75.840
623,86.668
624,88.282
625,82.761
626,85.948
627,92.592
628,90.381
629,91.215
630,85.853
631,80.882
632,91.661
633,90.615
634,86.167
635,78.758
636,91.955
637,88.336
638,90.420
639,93.510
640,92.127
641,71.960
642,91.685
643,55.348
644,92.012
645,84.028
646,88.534
647,79.147
648,70.248
649,92.420
650,93.524
651,84.030
652,89.160
653,88.038
654,90.173
655,87.654
656,91.238
657,90.234
658,86.392
